Time_ms,Green_lp,Red_lp,IR_lp,Off_lp,,,
3488.433,1978.910151,3207.060709,2932.835196,1648.911602,,,
3496.52,1978.9912,3206.813472,2932.290069,1649.01668,,,
3504.607,1979.088327,3206.617436,2931.826046,1649.159627,,,
3512.694,1979.197852,3206.491479,2931.473326,1649.33921,,,
3520.414,1979.308324,3206.437338,2931.240722,1649.535515,,,
3528.501,1979.426039,3206.467172,2931.131353,1649.763077,,,
3536.588,1979.540811,3206.582877,2931.152417,1650.001921,,,
3544.675,1979.649035,3206.784963,2931.30178,1650.242942,,,
3552.395,1979.742371,3207.064863,2931.569896,1650.464297,,,
3560.482,1979.829336,3207.432946,2931.955662,1650.678967,,,
3568.569,1979.903077,3207.880157,2932.448953,1650.86385,,,
3576.656,1979.965091,3208.390762,2933.025569,1651.012309,,,
3584.376,1980.014835,3208.927094,2933.638673,1651.114794,,,
3592.432,1980.05885,3209.527823,2934.330202,1651.172892,,,
3600.519,1980.098726,3210.155887,2935.056505,1651.18425,,,
3608.606,1980.137552,3210.796891,2935.80223,1651.143488,,,
3616.693,1980.179241,3211.435144,2936.551639,1651.056786,,,
3624.413,1980.224586,3212.030616,2937.260688,1650.935801,,,
3632.5,1980.281687,3212.625467,2937.986221,1650.772856,,,
3640.587,1980.349928,3213.183886,2938.689526,1650.584345,,,
3648.674,1980.432473,3213.692994,2939.363339,1650.377145,,,
3656.394,1980.525052,3214.129725,2939.978155,1650.172468,,,
3664.481,1980.637038,3214.532707,2940.591833,1649.95976,,,
3672.568,1980.765922,3214.874783,2941.172738,1649.759564,,,
3680.655,1980.910135,3215.163931,2941.7258,1649.578971,,,
3688.375,1981.063838,3215.389376,2942.227295,1649.434251,,,
3696.431,1981.240124,3215.582267,2942.727929,1649.316231,,,
3704.518,1981.434139,3215.739895,2943.210001,1649.235987,,,
3712.605,1981.647821,3215.869865,2943.673694,1649.200054,,,
3720.692,1981.880714,3215.98516,2944.123863,1649.204709,,,
3728.412,1982.124896,3216.090342,2944.542273,1649.250307,,,
3736.499,1982.404564,3216.206188,2944.971793,1649.335952,,,
3744.586,1982.710909,3216.336444,2945.393954,1649.456704,,,
3752.673,1983.048946,3216.491684,2945.809427,1649.609745,,,
3760.393,1983.399316,3216.666011,2946.200971,1649.777107,,,
3768.48,1983.800735,3216.884811,2946.604878,1649.971005,,,
3776.567,1984.234527,3217.140438,2947.00215,1650.17503,,,
3784.654,1984.699482,3217.433578,2947.391716,1650.382711,,,
3792.374,1985.172409,3217.750962,2947.754127,1650.57755,,,
3800.43,1985.688285,3218.113929,2948.122337,1650.772241,,,
3808.517,1986.225936,3218.511504,2948.478873,1650.952055,,,
3816.604,1986.773772,3218.934828,2948.822336,1651.112979,,,
3824.691,1987.323437,3219.378886,2949.152653,1651.252481,,,
3832.411,1987.839336,3219.818547,2949.455148,1651.361734,,,
3840.498,1988.362082,3220.288931,2949.761969,1651.454035,,,
3848.585,1988.853401,3220.766313,2950.060188,1651.521392,,,
3856.672,1989.304848,3221.246796,2950.354761,1651.567156,,,
3864.392,1989.691603,3221.706551,2950.637029,1651.592794,,,
3872.479,1990.039221,3222.188298,2950.94059,1651.602017,,,
3880.566,1990.329791,3222.670159,2951.257751,1651.597568,,,
3888.653,1990.555193,3223.152846,2951.597432,1651.580686,,,
3896.74,1990.720444,3223.637346,2951.965639,1651.55458,,,
3904.46,1990.826728,3224.102203,2952.348337,1651.522966,,,
3912.547,1990.886691,3224.592028,2952.790045,1651.484179,,,
3920.634,1990.908485,3225.083593,2953.271605,1651.441815,,,
3928.721,1990.899677,3225.57458,2953.797327,1651.397305,,,
3936.441,1990.876096,3226.038652,2954.335397,1651.35481,,,
3944.528,1990.846753,3226.514527,2954.930837,1651.312304,,,
3952.615,1990.825313,3226.970008,2955.550469,1651.274988,,,
3960.702,1990.820662,3227.397713,2956.178766,1651.245239,,,
3968.422,1990.841101,3227.766413,2956.771296,1651.22782,,,
3976.509,1990.891985,3228.101149,2957.364723,1651.223763,,,
3984.596,1990.974472,3228.371651,2957.91014,1651.237021,,,
3992.683,1991.089329,3228.557737,2958.376311,1651.272031,,,
4000.403,1991.220986,3228.655903,2958.735543,1651.324677,,,
4008.49,1991.376579,3228.652843,2958.985,1651.403226,,,
4016.577,1991.537106,3228.541631,2959.092847,1651.502573,,,
4024.664,1991.690315,3228.317469,2959.042772,1651.62012,,,
4032.751,1991.818386,3227.965883,2958.802565,1651.752688,,,
4040.471,1991.906501,3227.526466,2958.409888,1651.886476,,,
4048.558,1991.942348,3226.946043,2957.800332,1652.028313,,,
4056.645,1991.909188,3226.2582,2957.005087,1652.164029,,,
4064.732,1991.796141,3225.472793,2956.034787,1652.287007,,,
4072.452,1991.593559,3224.633747,2954.942084,1652.383926,,,
4080.539,1991.288204,3223.686022,2953.664947,1652.461784,,,
4088.626,1990.870415,3222.673852,2952.260138,1652.508292,,,
4096.713,1990.346003,3221.617717,2950.765679,1652.523382,,,
4104.433,1989.750002,3220.582659,2949.282847,1652.509226,,,
4112.52,1989.024477,3219.485131,2947.700257,1652.464533,,,
4120.607,1988.216539,3218.39006,2946.120787,1652.396642,,,
4128.694,1987.332699,3217.31314,2944.576505,1652.309268,,,
4136.414,1986.439656,3216.314453,2943.160375,1652.215417,,,
4144.501,1985.471513,3215.309872,2941.758863,1652.112735,,,
4152.588,1984.49278,3214.363398,2940.470078,1652.012996,,,
4160.675,1983.527574,3213.477999,2939.29706,1651.921752,,,
4168.762,1982.60245,3212.667736,2938.262287,1651.844876,,,
4176.482,1981.778294,3211.967003,2937.403259,1651.787507,,,
4184.569,1980.994977,3211.3114,2936.636828,1651.745267,,,
4192.656,1980.322321,3210.746284,2936.016747,1651.722932,,,
4200.743,1979.76316,3210.263013,2935.522146,1651.716966,,,
4208.463,1979.356344,3209.885596,2935.171784,1651.725724,,,
4216.55,1979.0611,3209.571422,2934.915502,1651.745936,,,
4224.637,1978.898178,3209.336746,2934.761783,1651.774194,,,
4232.724,1978.873198,3209.184294,2934.707685,1651.807467,,,
4240.444,1978.952118,3209.101414,2934.727938,1651.840848,,,
4248.531,1979.140589,3209.082897,2934.824046,1651.875466,,,
4256.618,1979.407604,3209.121281,2934.9804,1651.908135,,,
4264.705,1979.730776,3209.208296,2935.187676,1651.938019,,,
4272.425,1980.070262,3209.331638,2935.42875,1651.963127,,,
4280.512,1980.430327,3209.487891,2935.712907,1651.986085,,,
4288.599,1980.769613,3209.663694,2936.025463,1652.004926,,,
4296.686,1981.065177,3209.84487,2936.356447,1652.019496,,,
4304.773,1981.300429,3210.019894,2936.698706,1652.029302,,,
4312.493,1981.445998,3210.167015,2937.029376,1652.032691,,,
4320.58,1981.5184,3210.291944,2937.372692,1652.029806,,,
4328.667,1981.494722,3210.372016,2937.705269,1652.018287,,,
4336.754,1981.382592,3210.399853,2938.020407,1651.997459,,,
4344.474,1981.201501,3210.373093,2938.299921,1651.968434,,,
4352.561,1980.941005,3210.279925,2938.561929,1651.927216,,,
4360.648,1980.632192,3210.127297,2938.79112,1651.876378,,,
4368.735,1980.291264,3209.913188,2938.980091,1651.815814,,,
4376.455,1979.959143,3209.662165,2939.122334,1651.750695,,,
4384.542,1979.624553,3209.361742,2939.231102,1651.676447,,,
4392.629,1979.328873,3209.036768,2939.295874,1651.597461,,,
4400.716,1979.08637,3208.707115,2939.32357,1651.515752,,,
4408.803,1978.918134,3208.39252,2939.314763,1651.432254,,,
4416.523,1978.834927,3208.125729,2939.279254,1651.351511,,,
4424.61,1978.831812,3207.897831,2939.22072,1651.265807,,,
4432.697,1978.923679,3207.747793,2939.14741,1651.178064,,,
4440.784,1979.095437,3207.681294,2939.069665,1651.087359,,,
4448.504,1979.332338,3207.713691,2938.999819,1650.996382,,,
4456.591,1979.63904,3207.849019,2938.940707,1650.895286,,,
4464.678,1979.989388,3208.087071,2938.904061,1650.787358,,,
4472.765,1980.366098,3208.432994,2938.901875,1650.671269,,,
4480.485,1980.72995,3208.84269,2938.934292,1650.553948,,,
4488.572,1981.096433,3209.351915,2939.015208,1650.42432,,,
4496.659,1981.430057,3209.918623,2939.145108,1650.290143,,,
4504.746,1981.717131,3210.523341,2939.325078,1650.153705,,,
4512.466,1981.929186,3211.117142,2939.549114,1650.024211,,,
4520.553,1982.087025,3211.734376,2939.829228,1649.89214,,,
4528.64,1982.165597,3212.325334,2940.157713,1649.767448,,,
4536.727,1982.168708,3212.87253,2940.525665,1649.652869,,,
4544.814,1982.101368,3213.364059,2940.925608,1649.550466,,,
4552.534,1981.970233,3213.763232,2941.332517,1649.46783,,,
4560.621,1981.78195,3214.11248,2941.773552,1649.396402,,,
4568.708,1981.547747,3214.380468,2942.223021,1649.343597,,,
4576.795,1981.285065,3214.57338,2942.671923,1649.309421,,,
4584.515,1981.021141,3214.694306,2943.093926,1649.294178,,,
4592.602,1980.745976,3214.757686,2943.521962,1649.298709,,,
4600.689,1980.485645,3214.774197,2943.93298,1649.322148,,,
4608.776,1980.255012,3214.752638,2944.322348,1649.366473,,,
4616.496,1980.072207,3214.711945,2944.673625,1649.427283,,,
4624.583,1979.926652,3214.661494,2945.021236,1649.509475,,,
4632.67,1979.839265,3214.617936,2945.3486,1649.611222,,,
4640.757,1979.806963,3214.593032,2945.661575,1649.728797,,,
4648.477,1979.833443,3214.599335,2945.950384,1649.854988,,,
4656.564,1979.916158,3214.645446,2946.24929,1649.997631,,,
4664.651,1980.050916,3214.738134,2946.550697,1650.147101,,,
4672.738,1980.236383,3214.887491,2946.862967,1650.298547,,,
4680.825,1980.460302,3215.089344,2947.191603,1650.446611,,,
4688.545,1980.706477,3215.335509,2947.52799,1650.579415,,,
4696.632,1980.989055,3215.644087,2947.908412,1650.704684,,,
4704.719,1981.289778,3215.998926,2948.320324,1650.811997,,,
4712.806,1981.603044,3216.397125,2948.769504,1650.895352,,,
4720.526,1981.907412,3216.805098,2949.228669,1650.953543,,,
4728.613,1982.228132,3217.255782,2949.743639,1650.988589,,,
4736.7,1982.547328,3217.717915,2950.286964,1650.999968,,,
4744.787,1982.863244,3218.181589,2950.852729,1650.990694,,,
4752.507,1983.160392,3218.614583,2951.408529,1650.964616,,,
4760.594,1983.467621,3219.050331,2951.997169,1650.926598,,,
4768.681,1983.770765,3219.456493,2952.584034,1650.882268,,,
4776.768,1984.071007,3219.826577,2953.159509,1650.838442,,,
4784.488,1984.355819,3220.14213,2953.691271,1650.801876,,,
4792.575,1984.653025,3220.425178,2954.219872,1650.774953,,,
4800.662,1984.949696,3220.663452,2954.716858,1650.761889,,,
4808.749,1985.245906,3220.853306,2955.174797,1650.766418,,,
4816.836,1985.541312,3221.000479,2955.593418,1650.788519,,,
4824.556,1985.821958,3221.107384,2955.958073,1650.824806,,,
4832.643,1986.113208,3221.189153,2956.302644,1650.878277,,,
4840.73,1986.400784,3221.253,2956.618178,1650.943017,,,
4848.817,1986.683046,3221.308929,2956.909178,1651.016644,,,
4856.537,1986.946636,3221.367488,2957.17353,1651.091497,,,
4864.624,1987.216082,3221.44532,2957.445377,1651.171771,,,
4872.711,1987.477549,3221.555398,2957.722771,1651.251327,,,
4880.798,1987.731926,3221.704697,2958.01443,1651.328598,,,
4888.518,1987.967838,3221.895718,2958.315471,1651.399169,,,
4896.605,1988.208673,3222.150158,2958.660048,1651.469663,,,
4904.692,1988.443735,3222.461303,2959.037542,1651.53684,,,
4912.779,1988.672817,3222.833,2959.452128,1651.600538,,,
4920.499,1988.886434,3223.231633,2959.87534,1651.658321,,,
4928.586,1989.103118,3223.690135,2960.343853,1651.714292,,,
4936.673,1989.310813,3224.171341,2960.824173,1651.763843,,,
4944.76,1989.506695,3224.656924,2961.301733,1651.804286,,,
4952.847,1989.684142,3225.120469,2961.753475,1651.829718,,,
4960.567,1989.833481,3225.522107,2962.143467,1651.837311,,,
4968.654,1989.959461,3225.86712,2962.478085,1651.820003,,,
4976.741,1990.048038,3226.109797,2962.713508,1651.772481,,,
4984.828,1990.093019,3226.229205,2962.82902,1651.691197,,,
4992.548,1990.081052,3226.187329,2962.786292,1651.573961,,,
5000.635,1990.011678,3225.984961,2962.584172,1651.413688,,,
5008.722,1989.86945,3225.585918,2962.184332,1651.210527,,,
5016.809,1989.650692,3224.990695,2961.584106,1650.969108,,,
5024.529,1989.368128,3224.244154,2960.826055,1650.70799,,,
5032.616,1988.982715,3223.263025,2959.820879,1650.406364,,,
5040.703,1988.514112,3222.114231,2958.63328,1650.087122,,,
5048.79,1987.954268,3220.803115,2957.262966,1649.758183,,,
5056.877,1987.309194,3219.365563,2955.742399,1649.430494,,,
5064.597,1986.621091,3217.907382,2954.180791,1649.126832,,,
5072.684,1985.823672,3216.319197,2952.453109,1648.829159,,,
5080.771,1984.966,3214.712335,2950.677073,1648.557366,,,
5088.858,1984.054318,3213.123418,2948.886438,1648.320295,,,
5096.578,1983.148644,3211.65846,2947.20112,1648.130192,,,
5104.665,1982.177541,3210.204724,2945.491663,1647.970573,,,
5112.752,1981.199203,3208.873363,2943.882724,1647.858027,,,
5120.839,1980.230622,3207.671084,2942.39098,1647.788012,,,
5128.559,1979.331426,3206.668775,2941.109067,1647.764425,,,
5136.646,1978.431204,3205.772026,2939.927312,1647.781828,,,
5144.733,1977.585751,3205.028501,2938.91726,1647.839344,,,
5152.82,1976.815826,3204.448301,2938.104769,1647.937957,,,
5160.54,1976.151424,3204.017203,2937.489639,1648.062076,,,
5168.627,1975.546785,3203.695456,2937.029511,1648.22278,,,
5176.714,1975.035089,3203.479481,2936.735257,1648.406987,,,
5184.801,1974.61576,3203.349257,2936.58942,1648.608229,,,
5192.888,1974.298945,3203.293317,2936.589419,1648.820238,,,
5200.608,1974.076112,3203.284457,2936.689475,1649.024449,,,
5208.695,1973.930131,3203.312474,2936.890591,1649.232577,,,
5216.782,1973.860312,3203.36356,2937.161851,1649.426644,,,
5224.869,1973.855133,3203.428455,2937.481228,1649.600367,,,
5232.589,1973.907308,3203.498168,2937.815119,1649.737339,,,
5240.676,1974.002724,3203.574645,2938.173471,1649.849839,,,
5248.763,1974.133669,3203.65332,2938.525268,1649.922889,,,
5256.85,1974.287117,3203.733573,2938.855956,1649.955766,,,
5264.57,1974.44546,3203.811669,2939.143541,1649.950843,,,
5272.657,1974.61524,3203.895121,2939.403402,1649.905335,,,
5280.744,1974.781003,3203.979309,2939.620906,1649.826661,,,
5288.831,1974.935417,3204.06239,2939.789606,1649.716973,,,
5296.551,1975.066939,3204.137592,2939.906751,1649.590745,,,
5304.638,1975.184455,3204.208374,2939.986813,1649.44317,,,
5312.725,1975.274893,3204.264253,2940.022954,1649.286904,,,
5320.812,1975.338495,3204.301353,2940.024953,1649.130285,,,
5328.899,1975.370841,3204.312364,2939.995728,1648.980421,,,
5336.619,1975.372156,3204.2943,2939.945879,1648.849722,,,
5344.706,1975.343752,3204.243637,2939.877611,1648.729711,,,
5352.793,1975.282328,3204.154831,2939.798653,1648.633348,,,
5360.88,1975.193657,3204.032778,2939.716658,1648.560382,,,
5368.6,1975.084207,3203.884996,2939.64107,1648.51577,,,
5376.687,1974.949139,3203.703985,2939.570551,1648.494415,,,
5384.774,1974.798952,3203.5036,2939.513363,1648.497406,,,
5392.861,1974.639778,3203.292223,2939.476511,1648.52554,,,
5400.581,1974.487452,3203.090985,2939.461449,1648.570546,,,
5408.668,1974.33588,3202.892384,2939.472856,1648.635979,,,
5416.755,1974.201348,3202.718264,2939.51357,1648.715266,,,
5424.842,1974.091181,3202.578515,2939.584677,1648.804337,,,
5432.562,1974.020607,3202.493429,2939.686462,1648.895041,,,
5440.649,1973.984395,3202.456807,2939.824474,1648.990908,,,
5448.736,1973.997203,3202.488535,2939.998968,1649.083057,,,
5456.823,1974.060975,3202.591801,2940.208281,1649.166717,,,
5464.91,1974.175042,3202.76641,2940.450535,1649.238397,,,
5472.63,1974.336974,3203.00967,2940.716182,1649.289977,,,
5480.717,1974.551019,3203.330197,2941.024178,1649.326276,,,
5488.804,1974.810411,3203.719974,2941.364868,1649.340584,,,
5496.891,1975.105515,3204.167238,2941.735483,1649.333296,,,
5504.611,1975.411564,3204.636348,2942.114533,1649.308096,,,
5512.698,1975.749547,3205.163001,2942.538837,1649.263619,,,
5520.785,1976.093095,3205.708128,2942.985315,1649.207326,,,
5528.872,1976.432152,3206.258922,2943.452853,1649.144483,,,
5536.592,1976.742156,3206.776075,2943.914546,1649.08602,,,
5544.679,1977.045802,3207.297974,2944.409796,1649.033599,,,
5552.766,1977.31815,3207.785306,2944.912612,1649.000662,,,
5560.853,1977.558543,3208.234063,2945.416759,1648.99269,,,
5568.573,1977.753507,3208.618091,2945.893959,1649.016869,,,
5576.66,1977.923444,3208.973463,2946.383738,1649.079208,,,
5584.747,1978.061605,3209.282737,2946.858417,1649.180838,,,
5592.834,1978.169777,3209.544671,2947.310568,1649.326305,,,
5600.921,1978.257742,3209.770588,2947.738973,1649.507765,,,
5608.641,1978.328077,3209.956623,2948.121347,1649.712675,,,
5616.728,1978.396255,3210.130396,2948.493762,1649.951599,,,
5624.815,1978.466274,3210.291547,2948.838943,1650.205972,,,
5632.902,1978.547083,3210.448769,2949.156101,1650.465414,,,
5640.622,1978.638653,3210.602769,2949.439636,1650.707342,,,
5648.709,1978.756314,3210.775155,2949.719183,1650.943465,,,
5656.796,1978.898301,3210.963347,2949.988268,1651.152551,,,
5664.883,1979.064562,3211.169175,2950.253326,1651.328503,,,
5672.603,1979.247961,3211.385016,2950.509407,1651.454974,,,
5680.69,1979.459333,3211.626879,2950.786389,1651.547301,,,
5688.777,1979.688074,3211.883119,2951.079004,1651.592987,,,
5696.864,1979.927146,3212.147373,2951.391565,1651.595731,,,
5704.584,1980.159082,3212.4012,2951.710541,1651.563113,,,
5712.671,1980.398897,3212.660586,2952.070658,1651.494109,,,
5720.758,1980.62966,3212.906418,2952.454605,1651.400237,,,
5728.845,1980.844751,3213.129401,2952.863538,1651.287057,,,
5736.932,1981.039827,3213.322369,2953.294241,1651.163757,,,
5744.652,1981.205845,3213.474879,2953.721997,1651.04342,,,
5752.739,1981.354587,3213.592467,2954.185276,1650.92174,,,
5760.826,1981.481105,3213.66983,2954.658052,1650.809377,,,
5768.913,1981.585563,3213.7036,2955.13671,1650.711281,,,
5776.633,1981.66872,3213.699019,2955.59485,1650.63309,,,
5784.72,1981.743446,3213.662545,2956.072808,1650.567285,,,
5792.807,1981.810312,3213.599697,2956.545452,1650.518873,,,
5800.894,1981.87621,3213.524837,2957.011858,1650.483434,,,
5808.614,1981.943936,3213.454022,2957.450485,1650.45937,,,
5816.701,1982.026061,3213.396763,2957.904439,1650.43917,,,
5824.788,1982.12439,3213.371528,2958.355185,1650.419072,,,
5832.875,1982.246764,3213.402307,2958.806755,1650.392471,,,
5840.962,1982.394522,3213.499086,2959.263947,1650.354577,,,
5848.682,1982.564405,3213.67257,2959.711344,1650.302242,,,
5856.769,1982.774276,3213.95062,2960.19752,1650.226561,,,
5864.856,1983.016591,3214.331671,2960.706238,1650.127894,,,
5872.943,1983.295891,3214.835644,2961.246766,1650.00193,,,
5880.663,1983.59154,3215.416387,2961.792241,1649.860551,,,
5888.75,1983.933201,3216.136705,2962.400658,1649.690891,,,
5896.837,1984.30274,3216.955866,2963.045687,1649.505966,,,
5904.924,1984.694969,3217.855629,2963.72361,1649.313252,,,
5912.644,1985.087606,3218.778847,2964.400084,1649.131045,,,
5920.731,1985.508631,3219.779952,2965.126381,1648.951672,,,
5928.818,1985.93261,3220.791717,2965.86021,1648.796445,,,
5936.905,1986.349213,3221.780308,2966.583471,1648.676326,,,
5944.625,1986.731537,3222.676462,2967.247775,1648.601107,,,
5952.712,1987.101477,3223.52399,2967.887585,1648.577157,,,
5960.799,1987.432271,3224.259292,2968.452047,1648.607673,,,
5968.886,1987.708047,3224.843351,2968.906782,1648.699515,,,
5976.973,1987.917059,3225.252505,2969.224017,1648.849416,,,
5984.693,1988.048351,3225.471796,2969.382973,1649.039331,,,
5992.78,1988.094031,3225.481867,2969.351318,1649.284176,,,
6000.867,1988.049123,3225.285499,2969.120415,1649.559022,,,
6008.954,1987.899849,3224.862184,2968.656332,1649.852561,,,
6016.674,1987.657938,3224.253157,2967.98807,1650.134639,,,
6024.761,1987.30514,3223.420381,2967.060813,1650.418217,,,
6032.848,1986.84016,3222.381117,2965.875773,1650.67102,,,
6040.935,1986.281048,3221.180798,2964.474872,1650.883376,,,
6048.655,1985.658468,3219.895133,2962.936083,1651.034689,,,
6056.742,1984.925927,3218.436747,2961.147071,1651.13239,,,
6064.829,1984.124736,3216.897579,2959.214129,1651.165923,,,
6072.916,1983.261309,3215.306729,2957.164757,1651.125672,,,
6080.636,1982.399261,3213.776932,2955.153443,1651.029736,,,
6088.723,1981.466036,3212.194299,2953.027829,1650.867352,,,
6096.81,1980.518503,3210.664526,2950.934227,1650.653664,,,
6104.897,1979.569536,3209.211087,2948.91285,1650.400442,,,
6112.984,1978.633758,3207.873055,2947.02386,1650.116719,,,
6120.704,1977.761407,3206.706331,2945.36141,1649.833429,,,
6128.791,1976.881847,3205.627174,2943.814799,1649.535462,,,
6136.878,1976.045392,3204.698836,2942.485858,1649.250515,,,
6144.965,1975.256461,3203.917172,2941.377411,1648.988999,,,
6152.685,1974.561264,3203.327908,2940.564156,1648.776518,,,
6160.772,1973.889223,3202.844469,2939.927302,1648.595551,,,
6168.859,1973.285203,3202.503644,2939.524329,1648.468874,,,
6176.946,1972.751058,3202.287454,2939.328842,1648.400231,,,
6184.666,1972.305359,3202.178777,2939.305506,1648.388104,,,
6192.753,1971.916694,3202.162063,2939.441679,1648.438309,,,
6200.84,1971.60014,3202.216573,2939.691729,1648.542647,,,
6208.927,1971.363058,3202.331969,2940.032445,1648.700739,,,
6216.647,1971.209711,3202.482319,2940.408151,1648.893382,,,
6224.734,1971.121298,3202.667576,2940.82534,1649.128452,,,
6232.821,1971.113717,3202.870804,2941.239131,1649.389036,,,
6240.908,1971.174498,3203.079696,2941.627737,1649.659978,,,
6248.995,1971.304759,3203.286138,2941.971484,1649.92927,,,
6256.715,1971.487178,3203.473775,2942.245334,1650.171878,,,
6264.802,1971.728744,3203.655935,2942.471832,1650.401291,,,
6272.889,1972.018349,3203.815966,2942.624581,1650.590333,,,
6280.976,1972.339702,3203.952595,2942.713149,1650.73603,,,
6288.696,1972.668036,3204.056232,2942.736115,1650.826561,,,
6296.783,1973.021373,3204.134431,2942.703428,1650.869784,,,
6304.87,1973.372833,3204.180916,2942.622083,1650.863904,,,
6312.957,1973.708195,3204.189583,2942.495402,1650.807902,,,
6320.677,1974.0054,3204.166732,2942.345793,1650.721011,,,
6328.764,1974.280456,3204.106786,2942.163994,1650.600755,,,
6336.851,1974.511549,3204.013311,2941.96641,1650.46414,,,
6344.938,1974.695675,3203.890735,2941.760789,1650.322854,,,
6352.658,1974.81761,3203.747689,2941.563873,1650.195798,,,
6360.745,1974.897001,3203.580748,2941.363646,1650.079592,,,
6368.832,1974.923472,3203.402195,2941.177057,1649.991063,,,
6376.919,1974.903768,3203.222373,2941.010988,1649.935724,,,
6385.006,1974.846675,3203.050315,2940.870233,1649.914215,,,
6392.726,1974.761129,3202.905794,2940.770463,1649.929941,,,
6400.813,1974.653566,3202.781643,2940.70267,1649.975228,,,
6408.9,1974.536299,3202.697858,2940.682408,1650.047139,,,
6416.987,1974.421737,3202.663047,2940.714588,1650.136079,,,
6424.707,1974.323814,3202.678946,2940.795238,1650.227951,,,
6432.794,1974.245897,3202.760005,2940.942743,1650.321257,,,
6440.881,1974.198571,3202.902377,2941.148829,1650.402404,,,
6448.968,1974.191351,3203.112747,2941.418928,1650.461683,,,
6456.688,1974.226332,3203.375713,2941.734645,1650.491166,,,
6464.775,1974.306829,3203.710692,2942.12045,1650.491082,,,
6472.862,1974.438459,3204.109907,2942.565445,1650.452789,,,
6480.949,1974.613373,3204.560452,2943.057641,1650.381317,,,
6489.036,1974.831321,3205.060147,2943.595067,1650.27695,,,
6496.756,1975.074009,3205.575779,2944.143834,1650.151908,,,
6504.843,1975.356368,3206.147187,2944.747955,1650.00214,,,
6512.93,1975.663219,3206.746418,2945.378827,1649.839954,,,
6521.017,1975.983974,3207.362523,2946.026847,1649.676131,,,
6528.737,1976.297522,3207.961077,2946.657267,1649.526907,,,
6536.824,1976.626546,3208.591569,2947.323775,1649.38802,,,
6544.911,1976.951008,3209.219663,2947.991265,1649.274211,,,
6552.998,1977.265023,3209.838117,2948.653594,1649.198553,,,
6560.718,1977.553589,3210.416002,2949.276968,1649.163135,,,
6568.805,1977.841149,3211.002424,2949.914605,1649.173821,,,
6576.892,1978.113603,3211.566196,2950.531645,1649.235036,,,
6584.979,1978.372187,3212.106037,2951.124827,1649.34492,,,
6592.699,1978.60538,3212.593592,2951.660377,1649.500819,,,
6600.786,1978.839116,3213.078987,2952.190353,1649.705626,,,
6608.873,1979.062618,3213.535824,2952.681815,1649.951375,,,
6616.96,1979.277915,3213.966008,2953.133144,1650.227766,,,
6625.047,1979.486632,3214.372684,2953.545622,1650.523722,,,
6632.767,1979.679588,3214.737752,2953.897474,1650.814898,,,
6640.854,1979.876302,3215.101561,2954.230189,1651.115985,,,
6648.941,1980.066612,3215.446198,2954.525546,1651.40083,,,
6657.028,1980.249837,3215.773383,2954.789298,1651.657295,,,
6664.748,1980.41775,3216.070914,2955.018643,1651.869231,,,
6672.835,1980.584141,3216.364552,2955.240553,1652.043743,,,
6680.922,1980.741113,3216.640868,2955.454594,1652.171248,,,
6689.009,1980.887257,3216.896595,2955.669544,1652.246542,,,
6696.729,1981.016473,3217.11929,2955.88542,1652.271884,,,
6704.816,1981.141878,3217.32939,2956.130284,1652.256981,,,
6712.903,1981.256459,3217.510159,2956.406438,1652.202574,,,
6720.99,1981.362592,3217.663807,2956.716742,1652.123179,,,
6728.71,1981.456601,3217.782759,2957.051666,1652.032243,,,
6736.797,1981.549175,3217.88003,2957.444189,1651.933529,,,
6744.884,1981.637394,3217.952943,2957.876504,1651.841547,,,
6752.971,1981.72239,3218.003023,2958.349499,1651.769059,,,
6761.058,1981.805873,3218.038897,2958.8513,1651.721897,,,
6768.778,1981.885024,3218.06522,2959.351205,1651.707755,,,
6776.865,1981.968303,3218.093088,2959.885412,1651.728404,,,
6784.952,1982.052596,3218.129118,2960.419639,1651.783787,,,
6793.039,1982.138876,3218.185306,2960.940705,1651.876528,,,
6800.759,1982.223561,3218.263475,2961.418327,1651.990752,,,
6808.846,1982.315965,3218.382295,2961.887798,1652.133684,,,
6816.933,1982.413559,3218.546499,2962.32069,1652.290797,,,
6825.02,1982.517723,3218.759727,2962.717075,1652.452874,,,
6832.74,1982.626867,3219.022425,2963.057341,1652.602271,,,
6840.827,1982.752557,3219.353815,2963.384612,1652.74474,,,
6848.914,1982.894276,3219.750729,2963.686874,1652.862328,,,
6857.001,1983.05547,3220.211777,2963.976435,1652.94651,,,
6864.721,1983.229237,3220.706229,2964.252174,1652.991841,,,
6872.808,1983.438155,3221.283461,2964.554847,1652.991998,,,
6880.895,1983.673286,3221.906631,2964.882245,1652.946644,,,
6888.982,1983.937793,3222.569445,2965.247183,1652.851027,,,
6897.069,1984.230868,3223.25732,2965.65774,1652.706971,,,
6904.789,1984.533627,3223.9228,2966.092191,1652.530213,,,
6912.876,1984.873781,3224.610318,2966.596493,1652.304078,,,
6920.963,1985.228397,3225.269125,2967.137256,1652.048728,,,
6929.05,1985.590564,3225.875031,2967.703806,1651.770957,,,
6936.77,1985.933256,3226.380254,2968.248659,1651.495528,,,
6944.857,1986.279338,3226.817251,2968.801308,1651.206871,,,
6952.944,1986.596221,3227.119939,2969.298773,1650.931247,,,
6961.031,1986.874683,3227.283556,2969.714646,1650.678251,,,
6968.751,1987.090159,3227.282332,2969.997441,1650.468881,,,
