8148,2456,904,1452,2529,62980,88454,115103,62980
7781,2446,943,1433,2533,62980,88454,115103,62980
8148,2452,939,1343,2490,62980,88454,115103,62980
7781,2439,909,1396,2556,62980,88454,115103,62980
8148,2453,900,1345,2500,62980,88454,115103,62980
8148,2436,892,1361,2539,62980,88454,115103,62980
7781,2451,888,1247,2517,62980,88454,115103,62980
8148,2446,826,1246,2501,62980,88454,115103,62980
7781,2456,857,1199,2539,62980,88454,115103,62980
8148,2442,799,1159,2507,62980,88454,115103,62980
8148,2457,821,1132,2527,62980,88454,115103,62980
7781,2443,802,1118,2517,62980,88454,115103,62980
8148,2455,860,1197,2494,62980,88454,115103,62980
7781,2440,823,1118,2539,62980,88454,115103,62980
8148,2447,847,1200,2508,62980,88454,115103,62980
8148,2452,886,1149,2520,62980,88454,115103,62980
7781,2451,875,1242,2531,62980,88454,115103,62980
8148,2452,877,1209,2482,62980,88454,115103,62980
7781,2445,911,1266,2543,8056,2451,835,830,2532,62980,87326,113975,62980
7965,2445,779,704,2541,62980,87326,113975,62980
7965,2454,793,708,2497,62980,87326,113975,62980
7965,2455,800,710,2498,62980,87326,113975,62980
7965,2455,759,707,2510,62980,87326,113975,62980
7965,2450,761,737,2513,62980,87326,113975,62980
7965,2451,784,730,2523,62980,87326,113975,62980
7965,2449,834,755,2529,62980,87326,113975,62980
7965,2451,831,766,2541,62980,87326,113975,62980
7965,2455,786,764,2548,62980,87326,113975,62980
8331,2450,775,754,2529,62980,87326,113975,62980
7965,2453,804,792,2528,62980,87326,113975,62980
7965,2449,833,856,2495,62980,87326,113975,62980
7965,2457,833,861,2495,62980,87326,113975,62980
7965,2445,798,864,2504,62980,87326,113975,62980
7965,2454,804,847,2503,62980,87326,113975,62980
7965,2446,809,843,2519,62980,87326,113975,62980
7965,2457,819,843,2518,62980,87326,113975,62980
7965,2447,821,836,2534,62980,87326,113975,62980
7965,2452,828,825,2537,62980,87326,113975,62980
8331,2443,820,821,2524,62980,87326,113975,62980
7965,2458,838,754,2527,62980,87326,113975,62980
7965,2450,860,739,2491,62980,87326,113975,62980
7965,2462,863,761,2504,62980,87326,113975,62980
7965,2452,822,755,2506,62980,87326,113975,62980
7965,2453,854,793,2519,62980,87326,113975,62980
7965,2453,880,822,2522,62980,87326,113975,62980
7965,2446,922,847,2534,62980,87326,113975,62980
7965,2451,892,845,2540,62980,87326,113975,62980
7965,2445,849,852,2548,62980,87326,113975,62980
8331,2453,855,850,2527,62980,87326,113975,62980
7965,2448,891,904,2537,62980,87326,113975,62980
7965,2451,881,883,2490,62980,87326,113975,62980
7965,2453,867,877,2507,62980,87326,113975,62980
7965,2454,840,858,2504,62980,87326,113975,62980
7965,2447,835,823,2513,62980,87326,113975,62980
7965,2452,816,794,2510,62980,87326,113975,62980
7965,2448,819,781,2532,62980,87326,113975,62980
7965,2456,826,776,2531,62980,87326,113975,62980
7965,2445,838,778,2550,62980,87326,113975,62980
8331,2452,840,739,2522,62980,87326,113975,62980
7965,2454,854,740,2537,62980,87326,113975,62980
7965,2452,873,736,2489,62980,87326,113975,62980
7965,2453,849,752,2496,62980,87326,113975,62980
7965,2457,837,769,2503,62980,87326,113975,62980
7965,2446,866,791,2507,62980,87326,113975,62980
7965,2452,925,830,2510,62980,87326,113975,62980
7965,2447,902,832,2521,62980,87326,113975,62980
7965,2451,852,862,2525,62980,87326,113975,62980
7965,2446,853,861,2538,62980,87326,113975,62980
7965,2455,890,906,2544,62980,87326,113975,62980
8331,2451,912,945,2524,62980,87326,113975,62980
7965,2452,907,950,2490,62980,87326,113975,62980
7965,2453,870,927,2489,62980,87326,113975,62980
7965,2458,881,915,2504,62980,87326,113975,62980
7965,2449,856,887,2511,62980,87326,113975,62980
7965,2455,873,892,2522,62980,87326,113975,62980
7965,2447,870,877,2525,62980,87326,113975,62980
7965,2449,879,874,2549,62980,87326,113975,62980
7965,2452,891,853,2546,62980,87326,113975,62980
7965,2456,890,822,2566,62980,87326,113975,62980
8331,2453,916,815,2534,62980,87326,113975,62980
7965,2451,920,827,2550,62980,87326,113975,62980
7965,2464,895,834,2496,62980,87326,113975,62980
7965,2450,897,851,2506,62980,87326,113975,62980
7965,2455,929,875,2507,62980,87326,113975,62980
7965,2450,958,880,2521,62980,87326,113975,62980
7965,2450,941,885,2517,62980,87326,113975,62980
7965,2449,885,896,2535,62980,87326,113975,62980
7965,2454,906,898,2537,62980,87326,113975,62980
7965,2443,937,893,2551,62980,87326,113975,62980
8331,2457,940,946,2527,62980,87326,113975,62980
7965,2457,919,940,2538,62980,87326,113975,62980
7965,2458,911,935,2489,62980,87326,113975,62980
7965,2453,908,885,2499,62980,87326,113975,62980
7965,2454,907,857,2502,62980,87326,113975,62980
7965,2447,904,912,2509,62980,87326,113975,62980
7965,2453,918,924,2515,62980,87326,113975,62980
7965,2447,916,905,2521,62980,87326,113975,62980
7965,2455,933,886,2532,62980,87326,113975,62980
7965,2447,937,909,2538,62980,87326,113975,62980
8331,2445,958,860,2525,62980,87326,113975,62980
7965,2454,940,849,2527,62980,87326,113975,62980
7965,2452,924,878,2494,62980,87326,113975,62980
7965,2468,927,896,2495,62980,87326,113975,62980
7965,2448,1005,962,2505,62980,87326,113975,62980
7965,2453,981,907,2508,62980,87326,113975,62980
7965,2441,915,917,2526,62980,87326,113975,62980
7965,2455,914,912,2531,62980,87326,113975,62980
7965,2445,918,917,2550,62980,87326,113975,62980
7965,2453,963,911,2549,62980,87326,113975,62980
8331,2445,940,966,2540,62980,87326,113975,62980
7965,2453,926,959,2537,62980,87326,113975,62980
7965,2455,927,928,2502,62980,87326,113975,62980
7965,2457,936,861,2498,62980,87326,113975,62980
7965,2448,920,861,2508,62980,87326,113975,62980
7965,2452,934,911,2512,62980,87326,113975,62980
7965,2447,927,909,2517,62980,87326,113975,62980
7965,2452,941,914,2526,62980,87326,113975,62980
7965,2445,952,892,2533,62980,87326,113975,62980
7965,2447,1014,918,2552,62980,87326,113975,62980
8331,2452,953,865,2527,62980,87326,113975,62980
