Column 1,Column 2,Column 3
0.080779,0,0
0.080338,0,0
0.131291,0,0
0.290529,0,0
0.203569,0,0
0.105541,0,0
0.030755,0,0
0.007668,0,0
-0.066719,0,0
-0.249297,0,0
-0.482518,0,0
-0.469237,0,0
-0.079126,0,0
0.36078,0,0
0.290662,0,0
-0.11608,0,0
-0.104303,0,0
-0.252463,0,0
-0.108788,-11.725154,18.784635
-0.216955,-11.330617,18.847167
-0.233312,-11.014987,18.931841
-0.084003,-10.541543,19.042551
-0.129455,-10.068098,19.183317
-0.043384,-9.594653,19.357514
-0.220339,-9.042301,19.567296
-0.276652,-8.489949,19.814435
0.312533,-7.858689,20.100355
0.88217,-7.22743,20.426166
0.878435,-6.59617,20.792089
0.908968,-5.96491,21.197038
0.453992,-5.333651,21.63896
-0.113331,-4.623484,22.115744
0.149665,-3.913317,22.625915
0.325928,-3.282057,23.1673
0.467203,-2.57189,23.736641
0.019733,-1.94063,24.330567
-0.562953,-1.151556,24.946345
-0.497982,-0.520296,25.581813
0.040683,0.110964,26.233467
0.291624,0.663316,26.896265
0.118971,1.373483,27.565995
0.084071,2.004743,28.240449
0.037892,2.636002,28.917788
-0.065202,3.267262,29.595895
-0.09935,0,0
-0.161909,0,0
-0.606803,0,0
-0.638726,0,0
-0.453523,0,0
-0.223392,0,0
-0.199774,0,0
-0.416085,0,0
-0.14042,0,0
-0.128558,0,0
-0.288054,0,0
-0.464025,0,0
-0.576459,0,0
-0.865447,0,0
-0.673579,0,0
-0.25979,0,0
-0.218864,0,0
-0.332283,0,0
-0.399552,0,0
-0.340917,0,0
-0.448118,0,0
-0.572008,0,0
-0.592601,0,0
-0.607395,0,0
-0.74204,0,0
-0.687687,0,0
-0.473663,3.740706,30.27189
-0.557448,4.371966,30.942401
-0.560942,4.766503,31.604397
-0.524445,5.161041,32.253355
-0.670824,5.634485,32.884986
-0.690971,5.871208,33.495927
-0.442645,6.186838,34.081781
-0.366643,6.502467,34.63935
-0.593597,6.660282,35.166448
-0.642596,6.818097,35.65989
-0.52579,6.975912,36.117051
-0.249571,7.05482,36.53644
-0.117239,7.133727,36.916863
-0.036841,7.133727,37.257388
0.151723,7.133727,37.557316
0.516533,7.05482,37.816147
0.691403,6.975912,38.033551
0.779896,6.818097,38.209335
0.89086,6.73919,38.344037
0.892866,6.502467,38.438736
0.803491,6.344652,38.494277
0.583138,6.10793,38.511915
0.295157,0,0
0.025485,0,0
-0.208822,0,0
-0.465009,0,0
-0.588806,0,0
-0.603595,0,0
-0.606899,0,0
-0.690129,0,0
-0.72733,0,0
-0.718691,0,0
-0.68153,0,0
-0.661647,0,0
-0.584737,0,0
-0.559531,0,0
-0.523003,0,0
-0.49233,0,0
-0.433229,0,0
-0.431469,0,0
-0.458265,0,0
-0.462107,0,0
-0.403116,0,0
-0.435728,0,0
-0.502466,5.871208,38.493179
-0.523244,5.634485,38.439762
-0.435437,5.47667,38.354662
-0.42222,5.161041,38.241167
-0.460448,5.082133,38.102683
-0.41857,4.924318,37.944453
-0.399703,4.766503,37.771727
-0.329517,4.608688,37.588365
-0.373822,4.450874,37.397653
-0.395102,4.371966,37.202958
-0.37061,4.293059,37.008217
-0.300532,4.056336,36.815829
-0.259291,3.977429,36.626326
-0.2639,3.819614,36.44064
-0.279908,3.740706,36.259985
-0.267298,3.661799,36.085749
-0.214765,3.582892,35.919412
-0.230969,3.503984,35.76186
-0.252816,3.346169,35.612881
-0.234599,3.267262,35.471427
-0.147932,3.188354,35.337076
-0.07875,3.188354,35.210518
-0.066954,3.030539,35.092036
-0.032365,3.030539,34.980979
-0.066441,0,0
-0.15177,0,0
-0.185357,0,0
-0.116018,0,0
-0.058384,0,0
-0.018117,0,0
-0.035118,0,0
-0.034918,0,0
-0.057561,0,0
-0.097242,0,0
-0.068235,0,0
0.000624,0,0
0.012098,0,0
0.057787,0,0
0.137549,0,0
0.097067,0,0
0.096721,0,0
0.113507,0,0
0.09596,0,0
0.124167,0,0
0.175098,0,0
0.185847,0,0
0.190839,0,0
0.161547,0,0
0.206607,2.951632,34.877232
0.308584,2.872724,34.780479
0.301644,2.793817,34.689642
0.289019,2.71491,34.603709
0.276443,2.71491,34.522369
0.303888,2.636002,34.445859
0.3769,2.636002,34.374207
0.363955,2.557095,34.307283
0.288246,2.557095,34.244841
0.247106,2.557095,34.187168
0.251814,2.39928,34.133718
0.262211,2.39928,34.082706
0.255432,2.39928,34.033924
0.26581,2.320372,33.987758
0.281852,2.320372,33.943807
0.332087,2.320372,33.90231
0.330721,2.241465,33.863373
0.36933,2.162557,33.825765
0.384935,2.08365,33.787882
0.303397,2.08365,33.749123
0.290715,2.08365,33.710288
0.300922,2.08365,33.67261
0.339637,2.004743,33.636379
0.418161,2.004743,33.601156
0.439257,0,0
0.391739,0,0
0.355832,0,0
0.342909,0,0
0.347168,0,0
0.345695,0,0
0.367066,0,0
0.376926,0,0
0.3639,0,0
0.368054,0,0
0.372189,0,0
0.347751,0,0
0.357671,0,0
0.327575,0,0
0.337572,0,0
0.358945,0,0
0.363095,0,0
0.327253,0,0
0.285844,0,0
0.278864,0,0
0.260489,0,0
0.230766,0,0
0.212582,0,0
0.223022,0,0
0.244838,2.004743,33.56719
0.249431,2.004743,33.535249
0.202609,1.925835,33.505241
0.178819,1.846928,33.475802
0.109441,1.846928,33.445868
0.103159,1.846928,33.415875
0.091191,1.846928,33.386773
0.102113,1.846928,33.359266
0.118698,1.846928,33.33384
0.089531,1.76802,33.310186
0.071903,1.76802,33.287397
0.071477,1.76802,33.265364
0.065342,1.76802,33.244601
0.024968,1.689113,33.224843
-0.00382,1.689113,33.205238
0.024612,1.689113,33.185747
0.081478,1.610205,33.166335
0.081008,1.610205,33.146358
0.034855,1.610205,33.125956
0.045994,1.610205,33.105865
0.039955,1.531298,33.086025
0.005388,1.531298,33.065764
-0.017617,1.45239,33.044579
-0.029108,1.45239,33.022115
0.010841,1.45239,32.998757
0.039205,1.45239,32.975446
0.0389,0,0
0.044306,0,0
0.038268,0,0
0.032254,0,0
-0.002288,0,0
-0.008137,0,0
0.008878,0,0
-0.002728,0,0
0.025684,0,0
0.048269,0,0
0.036499,0,0
-0.003776,0,0
-0.003914,0,0
0.03021,0,0
0.035642,0,0
0.04105,0,0
0.035015,0,0
-0.010969,0,0
0.02318,0,0
-0.011336,0,0
0.005682,0,0
0.02834,0,0
0.045194,0,0
0.039136,0,0
0.055944,0,0
0.072682,0,0
0.060798,1.373483,32.952281
0.020411,1.373483,32.92872
0.02587,1.294575,32.904358
0.025596,1.294575,32.878911
0.002481,1.294575,32.85281
0.002302,1.215668,32.826409
0.030674,1.294575,32.799987
0.024667,1.215668,32.774374
0.035815,1.215668,32.749566
0.052626,1.215668,32.725534
0.012265,1.136761,32.70223
-0.022222,1.136761,32.678979
-0.010885,1.136761,32.655879
0.017536,1.136761,32.633616
0.028708,1.057853,32.612075
0.022704,1.057853,32.590527
0.011012,0.978946,32.568412
0.022209,0.978946,32.545321
0.027649,1.057853,32.522205
0.033066,0.978946,32.50041
0.032749,0.978946,32.479691
-0.01896,0.900038,32.45921
0.043749,0.900038,32.438319
0.106199,0.978946,32.417767
0.105579,0.900038,32.398734
0.076409,0.900038,32.380843
0.035936,0,0
0.018469,0,0
0.012493,0,0
0.029383,0,0
0.057623,0,0
0.051484,0,0
0.045369,0,0
0.06212,0,0
0.073091,0,0
0.049753,0,0
0.009379,0,0
-0.007988,0,0
0.003266,0,0
0.003052,0,0
0.025681,0,0
0.082477,0,0
0.047675,0,0
0.013014,0,0
-0.021506,0,0
-0.015912,0,0
0.098154,0,0
0.114675,0,0
0.096866,0,0
0.079128,0,0
0.055752,0,0
0.072442,0,0
0.060511,0.900038,32.36377
0.042917,0.821131,32.34724
0.025394,0.821131,32.330409
0.013653,0.821131,32.313257
0.03051,0.821131,32.296396
0.070139,0.821131,32.280284
0.058211,0.821131,32.265251
0.03491,0.742223,32.250897
0.011704,0.742223,32.236279
0.011434,0.663316,32.220681
0.028294,0.742223,32.204203
0.067926,0.742223,32.188184
0.130236,0.663316,32.173017
0.135185,0.663316,32.157744
0.157244,0.663316,32.14225
0.19063,0.663316,32.127071
0.132513,0.584408,32.111991
0.103183,0.584408,32.096225
0.108234,0.584408,32.079809
0.118973,0.584408,32.063409
0.129667,0.584408,32.047534
0.123183,0.584408,32.032558
0.111015,0.505501,32.018122
0.087473,0.584408,32.003934
0.064027,0,0
0.080648,0,0
0.0972,0,0
0.056579,0,0
0.027543,0,0
0.027178,0,0
0.066785,0,0
0.089098,0,0
0.065635,0,0
0.019426,0,0
0.024798,0,0
0.001596,0,0
0.001329,0,0
0.023904,0,0
0.052096,0,0
0.028779,0,0
0.028397,0,0
-0.000536,0,0
-0.01793,0,0
-0.006702,0,0
-0.001231,0,0
-0.012914,0,0
-0.02455,0,0
-0.001876,0,0
0.020703,0.505501,31.99038
0.014638,0.505501,31.977118
-0.008534,0.505501,31.963878
0.00265,0.426593,31.950452
-0.020474,0.505501,31.936686
-0.003532,0.426593,31.923091
0.01905,0.505501,31.910051
0.024408,0.426593,31.897845
0.035453,0.426593,31.886042
0.01219,0.426593,31.8743
-0.022399,0.347686,31.862355
0.011677,0.347686,31.849395
-0.017201,0.426593,31.836061
-0.03454,0.347686,31.823476
-0.006127,0.426593,31.811858
0.062142,0.347686,31.801344
0.067316,0.347686,31.791388
0.021075,0.347686,31.781553
0.020705,0.268779,31.771502
-0.002505,0.347686,31.760983
-0.019911,0.268779,31.750434
-0.025825,0.268779,31.739575
-0.008875,0.268779,31.728201
0.025136,0.189871,31.716172
-0.015227,0,0
-0.038294,0,0
-0.049847,0,0
-0.089904,0,0
-0.095535,0,0
-0.101143,0,0
-0.061045,0,0
-0.049664,0,0
-0.044039,0,0
0.012954,0,0
0.069714,0,0
0.154791,0,0
0.256649,0,0
0.415189,0,0
0.573076,0,0
0.798835,0,0
1.029371,0,0
1.218982,0,0
1.344991,0,0
1.4305,0,0
1.390019,0,0
1.264037,0,0
1.012932,0,0
0.797109,0,0
0.565031,0.268779,31.703399
0.248243,0.189871,31.690457
0.041246,0.268779,31.67779
-0.062119,0.189871,31.66573
-0.136509,0.189871,31.653895
-0.182042,0.189871,31.641985
-0.204547,0.110964,31.629774
-0.215539,0.110964,31.61648
-0.15796,0.189871,31.602771
-0.15201,0.110964,31.589792
-0.157504,0.189871,31.577777
-0.123003,0.110964,31.566876
-0.111485,0.110964,31.556553
-0.117145,0.110964,31.546378
-0.094229,0.110964,31.536636
-0.020015,0.110964,31.527528
0.036763,0.032056,31.518576
0.030495,0.032056,31.508788
0.024251,0.032056,31.498049
0.018031,0.032056,31.486917
0.000415,0.032056,31.475833
0.005712,0.032056,31.465132
0.005276,0.032056,31.455059
0.027682,-0.046851,31.445165
0.021444,-0.046851,31.434484
-0.007612,-0.046851,31.422917
0.003424,-0.046851,31.411033
0.020123,-0.046851,31.399278
0.008202,-0.046851,31.38799
0.03059,-0.046851,31.377412
0.041465,0,0
0.006611,0,0
0.006162,0,0
-0.005708,0,0
0.005312,0,0
0.050547,0,0
0.027073,0,0
-0.036279,0,0
-0.0594,0,0
-0.013903,0,0
0.019986,0,0
0.076577,0,0
0.098673,0,0
0.069284,0,0
0.045723,0,0
0.010838,0,0
0.038908,0,0
0.061151,0,0
0.04904,0,0
0.111212,0,0
0.133154,0,0
0.103612,0,0
0.131293,0,0
0.124596,0,0
0.083663,0,0
0.094288,0,0
0.087738,0,0
0.064081,0,0
0.046231,0,0
0.017032,0,0
0.096447,-0.046851,31.367709
0.181246,-0.046851,31.35898
0.197171,-0.046851,31.35127
0.167345,-0.046851,31.344581
0.160481,-0.125759,31.338268
0.159353,-0.125759,31.331205
0.20962,-0.046851,31.323789
0.208286,-0.046851,31.317568
0.098459,-0.046851,31.313075
0.131838,-0.125759,31.309428
0.193629,-0.046851,31.305927
0.17522,-0.046851,31.303265
0.185436,-0.046851,31.301944
0.178477,-0.046851,31.301693
0.154413,-0.046851,31.30227
0.153286,-0.046851,31.303461
0.232107,-0.125759,31.30447
0.173553,-0.046851,31.304691
0.183762,-0.125759,31.3043
0.26816,-0.125759,31.302837
0.238002,-0.125759,31.29998
0.207966,-0.125759,31.296145
0.178049,0,0
0.188225,0,0
0.215488,0,0
0.271188,0,0
0.372339,0,0
0.427389,0,0
0.339451,0,0
0.234738,0,0
0.244658,0,0
0.403002,0,0
0.417936,0,0
0.330018,0,0
0.442317,0,0
0.434235,0,0
0.380499,0,0
0.412634,0,0
0.427502,0,0
0.316677,0,0
0.251985,0,0
0.290341,0,0
0.322825,0,0
0.286649,0,0
0.307721,-0.125759,31.291682
0.368675,-0.125759,31.286876
0.355142,-0.125759,31.281958
0.290266,-0.125759,31.277109
0.248495,-0.283574,31.271229
0.229732,-0.204666,31.262893
0.285278,-0.204666,31.252936
0.306331,-0.283574,31.242049
0.201666,-0.204666,31.230173
0.200214,-0.283574,31.21791
0.187344,-0.283574,31.205119
0.140262,-0.283574,31.191705
0.093371,-0.283574,31.178234
0.120904,-0.283574,31.16514
0.194005,-0.283574,31.152746
0.124046,-0.283574,31.141274
0.077212,-0.283574,31.130868
0.0477,-0.283574,31.121605
0.07541,-0.362481,31.112889
0.01164,-0.441389,31.103013
-0.023319,-0.362481,31.091324
0.04465,-0.362481,31.07923
0.038106,-0.362481,31.067819
-0.002675,-0.362481,31.057289
0.013813,-0.362481,31.047764
-0.00974,-0.441389,31.038689
-0.050329,-0.441389,31.029009
-0.096462,-0.441389,31.01855
-0.096724,0,0
-0.096985,0,0
-0.057273,0,0
-0.034855,0,0
-0.041082,0,0
-0.115808,0,0
-0.121703,0,0
-0.116155,0,0
-0.13918,0,0
-0.127849,0,0
-0.059462,0,0
-0.0713,0,0
-0.10022,0,0
-0.129023,0,0
-0.163417,0,0
-0.151989,0,0
-0.060662,0,0
-0.021103,0,0
-0.010258,0,0
-0.01659,0,0
-0.028607,0,0
-0.051996,0,0
-0.086711,0,0
-0.087022,0,0
-0.041649,0,0
-0.042146,0,0
-0.105455,0,0
-0.105691,0,0
-0.043113,-0.441389,31.007823
-0.11784,-0.441389,30.997225
-0.118027,-0.520296,30.986441
-0.038268,-0.520296,30.974617
-0.044492,-0.441389,30.962368
-0.084953,-0.441389,30.951408
-0.113828,-0.520296,30.941781
-0.085481,-0.520296,30.93224
-0.102934,-0.441389,30.923064
-0.091764,-0.520296,30.915072
-0.057798,-0.520296,30.90762
-0.115338,-0.599203,30.89958
-0.14409,-0.599203,30.890107
-0.09278,-0.599203,30.879216
-0.070232,-0.599203,30.86758
-0.064907,-0.520296,30.856353
-0.065316,-0.599203,30.846408
-0.060013,-0.678111,30.836522
-0.111835,-0.599203,30.825757
-0.123473,-0.599203,30.815272
-0.095091,-0.599203,30.805946
-0.106798,-0.599203,30.7978
-0.089906,-0.678111,30.790196
-0.038821,-0.599203,30.782628
-0.010788,0,0
-0.051394,0,0
-0.080414,0,0
-0.115026,0,0
-0.155206,0,0
-0.183801,0,0
-0.143755,0,0
-0.121003,0,0
-0.069793,0,0
-0.075897,0,0
-0.173341,0,0
-0.156179,0,0
-0.144798,0,0
-0.093491,0,0
-0.082366,0,0
-0.048447,0,0
-0.037508,0,0
-0.12369,0,0
-0.129574,0,0
-0.169697,0,0
-0.146841,0,0
-0.078396,0,0
-0.044494,0,0
-0.107807,0,0
-0.193702,-0.678111,30.775323
-0.182169,-0.678111,30.767832
-0.033635,-0.678111,30.759816
-0.074151,-0.678111,30.751648
-0.08024,-0.678111,30.743619
-0.057753,-0.599203,30.736565
-0.063909,-0.678111,30.731096
-0.155696,-0.678111,30.726394
-0.007273,-0.678111,30.721811
0.037755,-0.678111,30.717461
0.019783,-0.678111,30.713427
-0.032378,-0.678111,30.70976
-0.078615,-0.678111,30.706489
-0.141795,-0.678111,30.703625
-0.199005,-0.678111,30.70116
-0.198878,-0.678111,30.69908
-0.078833,-0.678111,30.697359
-0.096329,-0.599203,30.696584
-0.159435,-0.599203,30.697792
-0.205152,-0.441389,30.702332
-0.136474,-0.362481,30.712368
-0.10234,-0.125759,30.73062
-0.131159,0.189871,30.761382
-0.108467,0.426593,30.809404
-0.120131,0.900038,30.879017
-0.285924,1.294575,30.975334
-0.216915,0,0
-0.176739,0,0
-0.330878,0,0
-0.41015,0,0
-0.186448,0,0
-0.11213,0,0
-0.020986,0,0
0.029812,0,0
0.086111,0,0
-0.097655,0,0
-0.057967,0,0
-0.058415,0,0
-0.292983,0,0
-0.206812,0,0
-0.372248,0,0
-0.428507,0,0
-0.318934,0,0
-0.352567,0,0
0.036504,0,0
-0.238417,0,0
-0.529342,0,0
-0.659183,0,0
-0.777067,0,0
-0.900172,0,0
-0.845748,0,0
-0.574548,0,0
0.106688,1.76802,31.102669
0.619531,2.39928,31.265207
0.387928,3.030539,31.468139
0.505597,3.819614,31.716645
0.183085,4.608688,32.015738
0.164539,5.397763,32.368906
-0.030954,6.265745,32.77775
-0.025786,7.05482,33.242369
0.133539,8.001709,33.761713
-0.021858,8.948598,34.335117
-0.045283,9.895488,34.961614
-0.302735,10.842377,35.638802
-0.462055,11.868174,36.363874
-0.106792,12.815064,37.133798
-0.192678,13.604138,37.942997
-0.23824,14.551028,38.784121
-0.329297,15.41901,39.651156
-0.402848,16.208084,40.538068
-0.641694,17.076066,41.438381
-0.645435,17.786233,42.346096
-0.814755,18.575308,43.255153
-0.823487,19.285475,44.16025
-0.52953,0,0
-0.379532,0,0
-0.801178,0,0
-1.038361,0,0
-0.509382,0,0
-0.176717,0,0
-0.66199,0,0
-0.802651,0,0
-0.714318,0,0
-0.774809,0,0
-0.954964,0,0
-1.317104,0,0
-1.432207,0,0
-1.23276,0,0
-0.948465,0,0
-0.619646,0,0
-0.263617,0,0
-0.331609,0,0
-0.228011,0,0
-0.233333,0,0
-0.369968,0,0
-0.29476,0,0
0.259808,19.916735,45.056217
0.549427,20.705809,45.938761
0.615151,21.415976,46.806247
0.566394,22.126143,47.657896
0.329391,22.83631,48.492987
0.338899,23.546477,49.311487
0.473991,24.256645,50.113889
0.52858,24.808997,50.899842
0.240321,25.440256,51.667737
-0.395089,26.071516,52.41691
-0.902266,26.623868,53.147435
-1.116134,27.097313,53.858103
-1.157807,27.570758,54.546756
-0.782448,27.965295,55.211197
-0.93968,28.359832,55.849266
-0.8964,28.675462,56.458899
-0.687692,28.912184,57.037553
-0.571198,29.148907,57.582397
-0.820638,29.227814,58.090471
-0.817796,29.385629,58.558805
-0.717884,29.464537,58.985751
-0.801107,29.464537,59.370106
-0.946796,29.464537,59.710431
-0.840627,29.464537,60.006382
-0.929037,0,0
-1.028499,0,0
-0.899133,0,0
-0.58756,0,0
-0.65414,0,0
-0.686181,0,0
-0.523934,0,0
-0.430873,0,0
-0.612284,0,0
-0.832921,0,0
-0.772842,0,0
-0.627348,0,0
-0.676597,0,0
-0.657115,0,0
-0.643418,0,0
-0.664035,0,0
-0.524673,0,0
-0.59145,0,0
-0.67508,0,0
-0.655577,0,0
-0.636148,0,0
-0.70245,0,0
-0.665688,0,0
-0.669045,0,0
-0.775168,29.464537,60.259085
-0.783776,29.306722,60.469521
-0.792342,29.227814,60.637912
-0.612427,29.148907,60.765744
-0.507478,28.991092,60.855423
-0.551424,28.754369,60.908134
-0.543793,28.596555,60.92471
-0.513348,28.359832,60.906915
-0.500154,28.12311,60.856561
-0.498432,27.965295,60.776054
-0.530975,27.649665,60.66818
-0.53483,27.412943,60.534695
-0.521533,27.255128,60.378363
-0.525418,27.097313,60.203867
-0.529284,26.939498,60.015977
-0.510288,26.860591,59.819387
-0.491367,26.623868,59.617962
-0.461098,26.466053,59.413581
-0.442371,26.387146,59.208391
-0.492242,26.229331,59.005299
-0.490511,26.071516,58.805846
-0.454522,25.992609,58.611101
-0.447229,25.834794,58.422351
-0.445673,25.676979,58.239779
-0.381306,0,0
-0.368593,0,0
-0.390192,0,0
-0.411699,0,0
-0.387433,0,0
-0.357553,0,0
-0.356344,0,0
-0.326586,0,0
-0.336921,0,0
-0.34721,0,0
-0.351744,0,0
-0.367678,0,0
-0.332152,0,0
-0.222534,0,0
-0.238991,0,0
-0.192565,0,0
-0.209142,0,0
-0.23136,0,0
-0.276327,0,0
-0.275425,0,0
-0.17174,0,0
-0.125581,0,0
-0.108162,0,0
-0.113655,0,0
-0.062023,25.676979,58.063947
-0.050573,25.519164,57.89631
-0.01633,25.361349,57.736492
0.000642,25.361349,57.58396
-0.022428,25.203534,57.439312
0.005989,25.045719,57.301526
0.000027,24.966812,57.168987
0.022641,24.887904,57.041527
0.039451,24.808997,56.919476
0.067612,24.730089,56.80292
0.049975,24.572274,56.691132
0.089512,24.493367,56.582791
0.100334,24.414459,56.477394
0.065428,24.335552,56.375081
0.122029,24.256645,56.275862
0.144135,24.256645,56.180267
0.126176,24.09883,56.088585
0.159683,24.019922,55.999684
0.181629,24.019922,55.913226
0.146381,23.941015,55.83011
0.111275,23.862107,55.750301
0.070602,23.862107,55.673673
0.041515,23.7832,55.600642
0.029676,23.704292,55.530801
0.126382,23.625385,55.46312
0.171297,23.625385,55.397359
0.181765,23.625385,55.334509
0.146505,23.546477,55.275237
0.059995,23.46757,55.21871
0.025231,23.46757,55.164201
0.047713,0,0
0.012998,0,0
0.035527,0,0
0.080805,0,0
0.131607,0,0
0.113676,0,0
0.010161,0,0
-0.041537,0,0
0.015473,0,0
0.055117,0,0
0.054626,0,0
0.042715,0,0
0.070825,0,0
0.093108,0,0
0.103878,0,0
0.120313,0,0
0.090996,0,0
0.056088,0,0
0.067005,0,0
0.117848,0,0
0.139929,0,0
0.150498,0,0
0.081078,0,0
0.063333,0,0
0.051371,0,0
0.10227,0,0
0.1758,0,0
0.151952,0,0
0.11678,0,0
0.167404,0,0
0.183558,23.388663,55.111711
0.171091,23.309755,55.060556
0.101571,23.309755,55.010174
-0.001928,23.309755,54.961342
-0.013638,23.230848,54.914609
-0.025301,23.15194,54.869093
-0.054047,23.073033,54.823466
-0.025572,23.073033,54.77733
-0.008635,23.073033,54.731629
-0.02603,22.994125,54.687075
-0.060484,22.994125,54.643558
-0.037695,22.994125,54.60158
-0.04926,22.994125,54.562095
-0.095041,22.915218,54.525136
-0.094951,22.83631,54.489418
0.007925,22.915218,54.454533
0.019014,22.915218,54.421995
0.012925,22.83631,54.392273
0.006861,22.83631,54.364402
0.000822,22.757403,54.337588
-0.028035,0,0
-0.051063,0,0
-0.011184,0,0
0.0114,0,0
0.016761,0,0
0.004968,0,0
-0.05817,0,0
-0.13247,0,0
-0.052287,0,0
-0.040956,0,0
-0.041092,0,0
-0.018387,0,0
0.009936,0,0
-0.007541,0,0
-0.013526,0,0
-0.013776,0,0
-0.042577,0,0
-0.042709,0,0
0.014263,0,0
0.048159,0,0
0.041943,22.757403,54.311188
0.030042,22.757403,54.285314
0.001058,22.757403,54.260652
-0.027808,22.678495,54.237072
-0.016584,22.678495,54.213826
0.023146,22.678495,54.190945
0.074132,22.599588,54.168442
0.044965,22.599588,54.145699
0.033046,22.599588,54.122866
0.032597,22.520681,54.100061
0.037859,22.599588,54.077374
0.031677,22.520681,54.055487
-0.008741,22.520681,54.034281
-0.020443,22.441773,54.013025
-0.009256,22.441773,53.991162
0.001885,22.441773,53.968901
0.047242,22.441773,53.947031
0.06957,22.441773,53.926144
0.034703,22.362866,53.906048
0.03995,22.283958,53.885334
0.039465,22.283958,53.862943
0.004719,22.205051,53.838735
0.067189,22.205051,53.812658
0.095141,22.126143,53.78473
0.077295,0,0
0.076652,0,0
0.08743,0,0
0.086743,0,0
0.086057,0,0
0.02827,0,0
-0.023571,0,0
0.027586,0,0
0.04998,0,0
0.03231,0,0
0.043263,0,0
0.094143,0,0
0.09342,0,0
0.086988,0,0
0.137685,0,0
0.165331,0,0
0.095786,0,0
0.11789,0,0
0.168453,0,0
0.178836,0,0
0.12636,0,0
0.056967,0,0
0.027829,0,0
0.01023,0,0
0.055516,22.126143,53.755024
0.043513,22.126143,53.724269
0.031558,21.968328,53.692437
0.048202,21.968328,53.658308
0.076198,21.968328,53.622253
0.029844,21.968328,53.585851
-0.056293,21.968328,53.550321
-0.090684,21.968328,53.516571
-0.033569,21.889421,53.484623
0.040442,21.889421,53.453821
0.057046,21.889421,53.424242
0.010768,21.889421,53.396526
0.010362,21.889421,53.371104
-0.001465,21.810513,53.347617
-0.024664,21.889421,53.32573
-0.013506,21.810513,53.305754
-0.013816,21.810513,53.287249
-0.025545,21.889421,53.270449
0.002746,21.889421,53.256716
0.048052,21.889421,53.246378
0.024647,21.968328,53.239581
-0.027215,21.968328,53.236944
-0.056023,21.889421,53.237576
-0.107554,21.889421,53.239457
-0.09035,21.889421,53.24162
-0.021823,21.810513,53.243314
-0.022102,21.731606,53.242745
-0.045221,21.652699,53.237991
-0.068245,0,0
-0.062623,0,0
-0.039894,0,0
-0.040099,0,0
-0.074565,0,0
-0.057497,0,0
-0.074761,0,0
-0.057693,0,0
-0.012142,0,0
-0.041013,0,0
-0.098318,0,0
-0.02405,0,0
0.009942,0,0
-0.036152,0,0
-0.013532,0,0
0.043256,0,0
0.025576,0,0
-0.054845,0,0
-0.043572,0,0
0.019047,0,0
-0.032797,0,0
-0.073008,0,0
-0.101634,0,0
-0.107301,0,0
-0.067262,0,0
-0.015966,0,0
0.035119,0,0
0.017471,0,0
-0.017237,21.494884,53.227095
0.050982,21.415976,53.208133
0.170314,21.337069,53.180499
0.294865,21.258161,53.14462
0.453165,21.258161,53.101696
0.662205,21.100346,53.052866
0.921776,21.100346,52.998571
1.111751,20.942531,52.939321
1.238125,20.942531,52.87566
1.295446,20.863624,52.808761
1.312549,20.863624,52.740239
1.312439,20.784717,52.671384
1.209532,20.626902,52.601958
0.99854,20.626902,52.531183
0.725589,20.547994,52.459736
0.413778,20.469087,52.388158
0.143212,20.469087,52.316868
-0.017751,20.311272,52.246177
-0.132373,20.311272,52.175689
-0.212263,20.232364,52.105708
-0.20617,20.153457,52.036455
-0.160129,19.995642,51.96684
-0.119986,19.916735,51.895422
-0.114269,19.837827,51.821773
-0.148548,19.680012,51.745633
-0.165554,19.601105,51.666264
-0.142518,0,0
-0.079603,0,0
-0.07976,0,0
-0.045654,0,0
0.005443,0,0
-0.000773,0,0
0.015877,0,0
0.043878,0,0
0.066053,0,0
0.082427,0,0
0.0816,0,0
0.063645,0,0
0.022921,0,0
0.022335,0,0
0.033171,0,0
0.021121,0,0
0.083353,0,0
0.099647,0,0
-0.009755,0,0
0.029759,0,0
0.143344,0,0
0.170808,0,0
0.135343,0,0
0.122863,0,0
0.05904,0,0
0.012608,0,0
0.097703,19.44329,51.583202
0.119634,19.364382,51.496206
0.135763,19.206567,51.405217
0.168955,19.12766,51.310312
0.144906,18.969845,51.211674
0.120954,18.81203,51.108943
0.108519,18.654215,51.001352
0.101843,18.4964,50.888469
0.123745,18.417493,50.770743
0.139845,18.180771,50.64867
0.167298,18.101863,50.52215
0.171795,17.865141,50.391244
0.14772,17.707326,50.25552
0.072348,17.549511,50.114796
0.10007,17.391696,49.969709
0.201911,17.233881,49.820881
0.149154,16.997159,49.668289
0.176555,16.918251,49.512034
0.243814,16.681529,49.352923
0.247981,16.523714,49.191049
0.137923,16.444807,49.027185
0.102547,16.129177,48.861986
0.215783,15.971362,48.694145
0.214346,15.813547,48.523358
0.081575,15.73464,48.351338
0.126366,15.576825,48.180052
0.31373,0,0
0.380407,0,0
0.378283,0,0
0.31906,0,0
0.311469,0,0
0.286776,0,0
0.2736,0,0
0.266186,0,0
0.298772,0,0
0.342641,0,0
0.306383,0,0
0.281691,0,0
0.32562,0,0
0.397918,0,0
0.327157,0,0
0.399441,0,0
0.414321,0,0
0.349191,0,0
0.449924,0,0
0.447454,0,0
0.46212,0,0
0.61948,0,0
0.559197,0,0
0.419211,0,0
