Column 1,Column 2,Column 3
-1.701355,-31.452018,-0.037034
-1.65541,-31.452018,-0.036922
-1.626772,-31.373111,-0.037532
-1.609661,-31.452018,-0.03806
-1.60403,-31.373111,-0.038508
-1.564148,-31.452018,-0.038881
-1.501578,-31.452018,-0.039801
-1.55346,-31.452018,-0.041729
-1.530884,-31.373111,-0.043753
-1.554073,-31.373111,-0.044551
-1.537183,-31.373111,-0.043768
-1.571745,-31.373111,-0.0418
-1.543341,-31.373111,-0.038985
-1.509331,-31.452018,-0.036226
-1.515423,-31.373111,-0.034213
-1.521479,-31.373111,-0.032219
-1.510369,-31.452018,-0.0303
-1.527845,-31.452018,-0.029734
-1.5795,-31.452018,-0.030838
-1.550988,-31.373111,-0.032571
-1.516872,-31.373111,-0.033496
-1.505726,-31.373111,-0.033157
-1.494615,-31.373111,-0.03186
-1.534932,-31.373111,-0.02987
-1.512259,-31.373111,-0.027412
-1.518219,-31.373111,-0.024671
-1.512724,-31.373111,-0.0218
-1.478689,-31.452018,-0.019535
-1.484755,-31.373111,-0.018424
-1.479365,-31.373111,-0.017613
-1.462566,-31.373111,-0.016442
-1.52006,-31.373111,-0.01503
-1.503072,-31.373111,-0.013478
-1.503275,-31.373111,-0.011868
-1.480624,-31.373111,-0.010263
-1.492318,-31.452018,-0.00933
-1.481112,-31.452018,-0.010174
-1.469941,-31.373111,-0.012354
-1.447384,-31.373111,-0.014255
-1.390647,-31.452018,-0.015882
-1.436919,-31.373111,-0.017865
-1.47157,-31.452018,-0.02006
-1.403283,-31.452018,-0.022965
-1.432341,-31.373111,-0.026323
-1.427007,-31.373111,-0.028689
-1.398844,-31.373111,-0.029604
-1.410758,-31.452018,-0.029996
-1.399772,-31.452018,-0.031209
-1.354558,-31.452018,-0.03363
-1.360913,-31.452018,-0.036901
-1.390074,-31.452018,-0.040721
-1.350581,-31.452018,-0.044841
-1.334081,-31.452018,-0.049063
-1.32906,-31.452018,-0.053231
-1.295498,-31.373111,-0.056609
-1.279196,-31.373111,-0.058043
-1.325764,-31.373111,-0.057326
-1.309319,-31.373111,-0.054984
-1.321482,-31.373111,-0.05147
-1.310746,-31.452018,-0.047785
-1.277202,-31.452018,-0.045318
-1.260917,-31.452018,-0.04448
-1.267531,-31.373111,-0.044298
-1.256978,-31.373111,-0.043389
-1.25217,-31.373111,-0.041336
-1.253082,-31.452018,-0.039088
-1.242561,-31.373111,-0.037377
-1.214942,-31.373111,-0.035514
-1.181718,-31.452018,-0.033593
-1.200014,-31.452018,-0.032922
-1.201096,-31.373111,-0.03323
-1.196454,-31.373111,-0.033043
-1.174691,-31.452018,-0.032483
-1.187271,-31.373111,-0.032273
-1.176949,-31.452018,-0.032336
-1.178082,-31.452018,-0.033224
-1.184911,-31.452018,-0.035333
-1.220256,-31.373111,-0.037695
-1.106978,-31.452018,-0.039559
-1.022708,-31.373111,-0.040984
-1.024431,-31.452018,-0.042027
-1.03185,-31.373111,-0.042746
-1.02781,-31.057481,-0.040108
-1.023779,-31.373111,-0.031897
-1.036888,-31.373111,-0.02214
-0.987123,-31.373111,-0.013974
-0.960395,-31.373111,-0.007282
-0.973742,-31.294203,-0.001311
-1.03271,-31.373111,0.004538
-0.994354,-31.373111,0.009494
-0.978989,-31.452018,0.012376
-0.957969,-31.373111,0.012962
-0.948449,-31.452018,0.011772
-0.961803,-31.452018,0.00864
-0.986515,-31.452018,0.003503
-0.982568,-31.373111,-0.002393
-0.967209,-31.452018,-0.008068
-0.963326,-31.452018,-0.014015
-0.982293,-31.373111,-0.019983
-1.001176,-31.452018,-0.025163
-0.980001,-31.373111,-0.029578
-1.004589,-31.373111,-0.032652
-1.0462,-31.452018,-0.034603
-1.05908,-31.373111,-0.036248
-1.054769,-31.452018,-0.037609
-1.067599,-31.452018,-0.039327
-1.086079,-31.452018,-0.04188
-1.064502,-31.373111,-0.044377
-1.094399,-31.373111,-0.045519
-1.129875,-31.452018,-0.045587
-1.159487,-31.373111,-0.045447
-1.177549,-31.452018,-0.045152
-1.206948,-31.373111,-0.044748
-1.259059,-31.452018,-0.044273
-1.288105,-31.452018,-0.044376
-1.259919,-31.452018,-0.045534
-1.191867,-31.452018,-0.047466
-1.198318,-31.452018,-0.049929
-1.210444,-31.452018,-0.052722
-1.216801,-31.452018,-0.055681
-1.228833,-31.373111,-0.058057
-1.235095,-31.452018,-0.059295
-1.229902,-31.452018,-0.060239
-1.276113,-31.452018,-0.061547
-1.339256,-31.452018,-0.063092
-1.322185,-31.452018,-0.06477
-1.310884,-31.452018,-0.066497
-1.276778,-31.373111,-0.067592
-1.259933,-31.452018,-0.06755
-1.260278,-31.452018,-0.067256
-1.24919,-31.373111,-0.066778
-1.209587,-31.452018,-0.065558
-1.250081,-31.452018,-0.064423
-1.296109,-31.373111,-0.06339
-1.296257,-31.373111,-0.061233
-1.273552,-31.452018,-0.058282
-1.228088,-31.452018,-0.05605
-1.239905,-31.452018,-0.055055
-1.274504,-31.452018,-0.055039
-1.2804,-31.373111,-0.055157
-1.280551,-31.452018,-0.054755
-1.263561,-31.373111,-0.053969
-1.229499,-31.452018,-0.052913
-1.229829,-31.452018,-0.0523
-1.218727,-31.373111,-0.052046
-1.213371,-31.373111,-0.05084
-1.202317,-31.452018,-0.048943
-1.21985,-31.373111,-0.047193
-1.260143,-31.373111,-0.044994
-1.311681,-31.373111,-0.041901
-1.288764,-31.373111,-0.038222
-1.27164,-31.452018,-0.034825
-1.254576,-31.373111,-0.032367
-1.288965,-31.452018,-0.030707
-1.306072,-31.294203,-0.029091
-1.265994,-31.373111,-0.026327
-1.283174,-31.373111,-0.022768
-1.277432,-31.373111,-0.01933
-1.305964,-31.373111,-0.016092
-1.305818,-31.373111,-0.013109
-1.311372,-31.373111,-0.010413
-1.282631,-31.373111,-0.008022
-1.253996,-31.373111,-0.00594
-1.276862,-31.373111,-0.004159
-1.288203,-31.373111,-0.002665
-1.259515,-31.373111,-0.001437
-1.282326,-31.373111,-0.000452
-1.316454,-31.373111,0.000317
-1.281908,-31.373111,0.000897
-1.253203,-31.373111,0.001312
-1.253157,-31.373111,0.00159
-1.247391,-31.373111,0.001752
-1.258769,-31.373111,0.001822
-1.247248,-31.452018,0.001201
-1.207213,-31.373111,-0.000546
-1.195883,-31.373111,-0.002484
-1.213141,-31.452018,-0.004508
-1.264581,-31.373111,-0.007152
-1.281537,-31.373111,-0.00957
-1.229889,-31.373111,-0.011123
-1.206994,-31.452018,-0.012582
-1.212735,-31.452018,-0.015157
-1.218442,-31.373111,-0.018507
-1.241246,-31.452018,-0.021728
-1.246815,-31.373111,-0.02475
-1.258062,-31.452018,-0.027525
-1.234989,-31.452018,-0.03064
-1.200581,-31.452018,-0.034537
-1.217696,-31.373111,-0.038292
-1.22331,-31.373111,-0.040588
-1.188918,-31.452018,-0.041695
-1.217471,-31.373111,-0.042472
-1.211634,-31.452018,-0.042973
-1.222942,-31.452018,-0.043864
-1.234194,-31.373111,-0.045025
-1.222547,-31.452018,-0.045741
-1.188097,-31.452018,-0.046709
-1.142357,-31.373111,-0.047841
-1.165318,-31.452018,-0.048446
-1.199596,-31.452018,-0.049245
-1.148069,-31.452018,-0.050785
-1.125294,-31.373111,-0.052227
-1.153996,-31.373111,-0.052315
-1.142598,-31.452018,-0.051363
-1.119816,-31.452018,-0.050878
-1.1428,-31.452018,-0.051384
-1.14855,-31.452018,-0.052632
-1.148556,-31.452018,-0.05441
-1.171393,-31.452018,-0.056539
-1.176995,-31.373111,-0.058252
-1.176854,-31.373111,-0.058359
-1.1196,-31.452018,-0.057232
-1.096833,-31.373111,-0.055813
-1.07415,-31.373111,-0.053597
-1.114363,-31.452018,-0.050841
-1.148692,-31.452018,-0.04899
-1.097216,-31.373111,-0.047891
-1.068782,-31.452018,-0.046785
-1.017613,-31.452018,-0.046326
-1.03517,-31.373111,-0.046376
-1.024093,-31.452018,-0.046198
-1.030184,-31.452018,-0.046468
-1.036241,-31.373111,-0.047072
-1.036553,-31.373111,-0.04668
-1.025435,-31.373111,-0.044919
-1.071456,-31.452018,-0.042782
-1.060176,-31.452018,-0.041658
-1.060353,-31.452018,-0.041962
-1.020548,-31.373111,-0.042734
-1.015159,-31.373111,-0.042606
-1.015493,-31.452018,-0.041791
-1.015817,-31.452018,-0.041712
-0.987579,-31.373111,-0.042197
-0.993709,-31.373111,-0.041866
-0.994095,-31.452018,-0.04092
-0.943078,-31.452018,-0.040766
-0.926523,-31.373111,-0.041225
-0.95,-31.452018,-0.041521
-0.927689,-31.373111,-0.041682
-0.911172,-31.373111,-0.04112
-0.923266,-31.373111,-0.039402
-0.946722,-31.452018,-0.037471
-0.975784,-31.373111,-0.036054
-0.993298,-31.452018,-0.035075
-0.925076,-31.373111,-0.034462
-0.914228,-31.452018,-0.034148
-0.920547,-31.373111,-0.034074
-0.972514,-31.373111,-0.033569
-0.972867,-31.373111,-0.032131
-0.98463,-31.373111,-0.030025
-0.962074,-31.452018,-0.02809
-0.90534,-31.452018,-0.02758
-0.928774,-31.373111,-0.028178
-0.963524,-31.452018,-0.028988
-0.94102,-31.452018,-0.030554
-0.92431,-31.452018,-0.033265
-0.907659,-31.452018,-0.03677
-0.908199,-31.373111,-0.040156
-0.885888,-31.452018,-0.042728
-0.915052,-31.452018,-0.045212
-0.904116,-31.373111,-0.047552
-0.916058,-31.452018,-0.049091
-0.89939,-31.373111,-0.049969
-0.877073,-31.452018,-0.050312
-0.883389,-31.452018,-0.050853
-0.821148,-31.452018,-0.052144
-0.816258,-31.452018,-0.053971
-0.857062,-31.452018,-0.05615
-0.857719,-31.373111,-0.057914
-0.829813,-31.373111,-0.058071
-0.819144,-31.373111,-0.056374
-0.837064,-31.452018,-0.053928
-0.849191,-31.452018,-0.052219
-0.861261,-31.452018,-0.051745
-0.844721,-31.452018,-0.052231
-0.828241,-31.373111,-0.052821
-0.79469,-31.452018,-0.052854
-0.806951,-31.452018,-0.053078
-0.807733,-31.373111,-0.05344
-0.785663,-31.452018,-0.05328
-0.769386,-31.452018,-0.053342
-0.7703,-31.452018,-0.05419
-0.754071,-31.373111,-0.054995
-0.783584,-31.373111,-0.054508
-0.812968,-31.373111,-0.05243
-0.790831,-31.373111,-0.049199
-0.768777,-31.373111,-0.045184
-0.758227,-31.373111,-0.040696
-0.747712,-31.373111,-0.035985
-0.788626,-31.452018,-0.031867
-0.789392,-31.373111,-0.028951
-0.738755,-31.452018,-0.027045
-0.699738,-31.373111,-0.025973
-0.695136,-31.452018,-0.025574
-0.730518,-31.294203,-0.025086
-0.760038,-31.452018,-0.023927
-0.698064,-31.452018,-0.023525
-0.69344,-31.452018,-0.024949
-0.677407,-31.373111,-0.027111
-0.655723,-31.452018,-0.029153
-0.662673,-31.373111,-0.031039
-0.601063,-31.373111,-0.032131
-0.494018,-31.452018,-0.032579
-0.375984,-31.452018,-0.033754
-0.235589,-31.373111,-0.035449
-0.101476,-31.452018,-0.036873
0.072062,-31.373111,-0.038045
0.273442,-31.452018,-0.038986
0.473995,-31.452018,-0.040339
0.650883,-31.452018,-0.042582
0.718546,-31.452018,-0.045436
0.734534,-31.373111,-0.048053
0.624825,-31.452018,-0.049788
0.389934,-31.452018,-0.051411
0.144583,-31.452018,-0.053514
-0.071212,-31.452018,-0.05592
-0.377486,-31.452018,-0.058481
-0.631108,-31.452018,-0.061082
-0.723796,-31.452018,-0.063633
-0.730443,-31.373111,-0.065447
-0.765606,-31.373111,-0.065406
-0.794907,-31.373111,-0.063329
-0.818371,-31.452018,-0.060374
-0.824599,-31.373111,-0.057456
-0.7794,-31.373111,-0.054041
-0.722958,-31.452018,-0.050352
-0.701002,-31.452018,-0.047802
-0.667708,-31.452018,-0.046821
-0.640254,-31.452018,-0.047074
-0.572934,-31.373111,-0.047646
-0.551566,-31.452018,-0.047828
-0.581672,-31.452018,-0.048323
-0.497442,-31.452018,-0.049659
-0.464945,-31.452018,-0.051597
-0.501099,-31.452018,-0.053935
-0.479997,-31.452018,-0.056508
-0.447555,-31.452018,-0.059179
-0.460923,-31.452018,-0.061843
-0.457101,-31.452018,-0.064417
-0.447578,-31.452018,-0.066842
-0.466641,-31.452018,-0.069077
-0.491331,-31.373111,-0.070479
-0.470232,-31.373111,-0.069966
-0.420663,-31.452018,-0.068001
-0.405553,-31.530925,-0.066837
-0.401921,-31.452018,-0.067558
-0.432562,-31.452018,-0.069081
-0.428809,-31.530925,-0.071173
-0.390806,-31.373111,-0.073634
-0.398635,-31.452018,-0.075068
-0.400718,-31.452018,-0.075668
-0.374236,-31.452018,-0.07623
-0.382119,-31.452018,-0.076744
-0.378546,-31.530925,-0.077822
-0.357851,-31.452018,-0.079917
-0.354367,-31.452018,-0.082106
-0.333763,-31.452018,-0.083683
-0.3475,-31.452018,-0.084742
-0.355466,-31.452018,-0.085371
-0.329134,-31.530925,-0.086267
-0.297195,-31.373111,-0.087341
-0.305355,-31.452018,-0.087282
-0.313477,-31.452018,-0.086358
